,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,xg,xga,posse,público,capitão,formação,árbitro,relatório da partida,tc,cag,dist,fk,pb,pt,temporada,time
24,2020-11-07,18:00,Série A,Rodada da semana 20,sáb,Em casa,V,2,1,Fortaleza,2.0,1.3,63.0,,Thiago Heleno,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,21,6,185.0,2.0,0,0,2020,Athletico Paranaense
25,2020-11-14,17:00,Série A,Rodada da semana 21,sáb,Visitante,V,1,0,Goiás,1.7,0.5,51.0,,Thiago Heleno,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,16,8,139.0,0.0,0,0,2020,Athletico Paranaense
26,2020-11-18,19:00,Série A,Rodada da semana 6,qua,Visitante,V,2,0,Atlético Mineiro,0.5,0.9,36.0,,Thiago Heleno,4-4-2,Dyorgines José Padovani Andrade,Relatório da Partida,10,6,192.0,0.0,0,0,2020,Athletico Paranaense
27,2020-11-21,19:00,Série A,Rodada da semana 22,sáb,Em casa,V,1,0,Santos,1.6,0.5,60.0,,Thiago Heleno,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,13,4,180.0,1.0,0,0,2020,Athletico Paranaense
29,2020-11-28,17:00,Série A,Rodada da semana 23,sáb,Visitante,D,0,3,Palmeiras,0.5,3.2,42.0,,Thiago Heleno,4-3-3,Anderson Daronco,Relatório da Partida,4,1,157.0,0.0,0,0,2020,Athletico Paranaense
31,2020-12-05,19:00,Série A,Rodada da semana 24,sáb,Visitante,D,1,3,Fluminense,0.3,3.7,30.0,,Thiago Heleno,4-4-2,Ramon Abatti Abel,Relatório da Partida,5,1,171.0,0.0,0,0,2020,Athletico Paranaense
32,2020-12-12,17:00,Série A,Rodada da semana 25,sáb,Em casa,D,0,1,Atlético Mineiro,1.1,1.2,40.0,,Santos,4-4-2,Vinicius Gonçalves Dias Araujo,Relatório da Partida,16,5,191.0,3.0,0,0,2020,Athletico Paranaense
33,2020-12-20,16:00,Série A,Rodada da semana 26,dom,Visitante,V,1,0,Bragantino,0.7,1.0,29.0,,Thiago Heleno,4-4-2,Braulio da Silva Machado,Relatório da Partida,4,1,196.0,2.0,0,0,2020,Athletico Paranaense
34,2020-12-27,18:15,Série A,Rodada da semana 27,dom,Em casa,V,3,0,Vasco da Gama,2.0,1.2,55.0,,Thiago Heleno,4-4-2,Jean Pierre Goncalves Lima,Relatório da Partida,16,8,197.0,0.0,0,0,2020,Athletico Paranaense
35,2021-01-06,19:15,Série A,Rodada da semana 28,qua,Visitante,V,2,0,Botafogo (RJ),1.7,2.3,38.0,,Thiago Heleno,4-4-2,Rodrigo D'Alonso Ferreira,Relatório da Partida,8,4,104.0,0.0,0,0,2020,Athletico Paranaense
36,2021-01-09,19:00,Série A,Rodada da semana 29,sáb,Visitante,E,0,0,Coritiba,0.1,0.5,58.0,,Thiago Heleno,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,3,1,340.0,1.0,0,0,2020,Athletico Paranaense
37,2021-01-17,16:00,Série A,Rodada da semana 30,dom,Em casa,E,1,1,São Paulo,1.1,0.8,41.0,,Thiago Heleno,4-2-3-1,Wilton Sampaio,Relatório da Partida,8,3,172.0,0.0,0,0,2020,Athletico Paranaense
38,2021-01-20,18:00,Série A,Rodada da semana 31,qua,Visitante,D,0,1,Bahia,0.6,1.6,58.0,,Thiago Heleno,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,12,1,189.0,0.0,0,0,2020,Athletico Paranaense
39,2021-01-24,16:00,Série A,Rodada da semana 32,dom,Em casa,V,2,1,Flamengo,1.4,0.9,41.0,,Thiago Heleno,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,11,8,182.0,1.0,0,0,2020,Athletico Paranaense
40,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Visitante,V,2,0,Ceará,1.1,0.6,54.0,,Thiago Heleno,4-4-2,Rodrigo D'Alonso Ferreira,Relatório da Partida,11,2,193.0,0.0,0,0,2020,Athletico Paranaense
41,2021-02-04,21:00,Série A,Rodada da semana 34,qui,Em casa,E,0,0,Internacional,1.0,0.2,68.0,,,4-2-2-2,Ricardo Marques Ribeiro,Relatório da Partida,12,4,202.0,0.0,0,0,2020,Athletico Paranaense
42,2021-02-10,21:30,Série A,Rodada da semana 35,qua,Visitante,E,3,3,Corinthians,1.6,2.5,55.0,,Thiago Heleno,4-2-2-2,Jean Pierre Goncalves Lima,Relatório da Partida,12,6,150.0,0.0,0,0,2020,Athletico Paranaense
43,2021-02-14,18:15,Série A,Rodada da semana 36,dom,Em casa,V,2,1,Atl Goianiense,0.5,1.1,59.0,,Thiago Heleno,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,8,3,155.0,0.0,0,0,2020,Athletico Paranaense
44,2021-02-21,18:15,Série A,Rodada da semana 37,dom,Visitante,D,0,1,Grêmio,0.7,0.5,51.0,,Thiago Heleno,4-2-2-2,Ricardo Marques Ribeiro,Relatório da Partida,8,2,180.0,1.0,0,0,2020,Athletico Paranaense
45,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,0,Sport Recife,2.4,1.1,53.0,,Jonathan Moreira,4-2-2-2,Flavio Rodrigues De Souza,Relatório da Partida,18,8,189.0,0.0,0,0,2020,Athletico Paranaense
0,2020-08-09,16:00,Série A,Rodada da semana 1,dom,Visitante,E,1,1,Santos,1.1,1.6,46.0,,Alerrandro,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,18,6,222.0,0.0,0,0,2020,Bragantino
1,2020-08-12,19:15,Série A,Rodada da semana 2,qua,Em casa,E,1,1,Botafogo (RJ),1.8,0.7,54.0,,Leo Ortiz,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,23,8,236.0,0.0,0,0,2020,Bragantino
2,2020-08-16,16:00,Série A,Rodada da semana 3,dom,Visitante,D,1,2,Bahia,1.5,1.2,57.0,,Leo Ortiz,4-1-4-1,Felipe Fernandes de Lima,Relatório da Partida,17,3,196.0,1.0,0,0,2020,Bragantino
3,2020-08-19,19:15,Série A,Rodada da semana 4,qua,Em casa,V,2,1,Fluminense,1.3,1.4,51.0,,Leo Ortiz,4-3-3,Jean Pierre Goncalves Lima,Relatório da Partida,13,3,205.0,0.0,0,0,2020,Bragantino
4,2020-08-23,16:00,Série A,Rodada da semana 5,dom,Em casa,D,1,2,Coritiba,0.9,1.4,47.0,,Leo Ortiz,4-3-3,Gilberto Rodrigues Castro Junior,Relatório da Partida,15,2,238.0,3.0,0,0,2020,Bragantino
5,2020-08-29,21:00,Série A,Rodada da semana 6,sáb,Visitante,D,0,3,Fortaleza,0.2,2.0,39.0,,Ricardo,4-1-4-1,Rafael Traci,Relatório da Partida,5,2,316.0,0.0,0,0,2020,Bragantino
6,2020-09-02,20:30,Série A,Rodada da semana 7,qua,Visitante,E,1,1,Ath Paranaense,1.3,1.0,43.0,,Leo Ortiz,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,18,3,234.0,1.0,0,0,2020,Bragantino
7,2020-09-06,11:00,Série A,Rodada da semana 8,dom,Em casa,D,1,2,Palmeiras,0.8,1.1,37.0,,Leo Ortiz,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,20,4,223.0,0.0,0,0,2020,Bragantino
8,2020-09-09,19:15,Série A,Rodada da semana 9,qua,Visitante,E,1,1,São Paulo,1.9,1.4,41.0,,Leo Ortiz,4-4-2,Savio Pereira,Relatório da Partida,8,2,321.0,2.0,0,2,2020,Bragantino
9,2020-09-13,18:00,Série A,Rodada da semana 10,dom,Visitante,D,1,2,Atlético Mineiro,1.2,2.0,37.0,,Leo Ortiz,5-4-1,Ramon Abatti Abel,Relatório da Partida,12,4,241.0,0.0,0,0,2020,Bragantino
10,2020-09-19,19:00,Série A,Rodada da semana 11,sáb,Em casa,V,4,2,Ceará,2.9,0.7,42.0,,Leo Ortiz,4-3-3,Jefferson Ferreira de Moraes,Relatório da Partida,18,9,173.0,1.0,0,0,2020,Bragantino
11,2020-09-27,11:00,Série A,Rodada da semana 12,dom,Visitante,E,1,1,Vasco da Gama,1.8,1.6,40.0,,Leo Ortiz,4-3-3,Rodolpho Toski Marques,Relatório da Partida,11,2,211.0,0.0,0,1,2020,Bragantino
12,2020-10-03,21:00,Série A,Rodada da semana 13,sáb,Em casa,E,0,0,Corinthians,0.6,0.4,39.0,,Leo Ortiz,4-1-4-1,Edina Alves Batista,Relatório da Partida,10,2,230.0,0.0,0,0,2020,Bragantino
13,2020-10-08,21:00,Série A,Rodada da semana 14,qui,Em casa,D,0,2,Internacional,0.7,0.7,48.0,,Leo Ortiz,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,13,2,203.0,3.0,0,0,2020,Bragantino
14,2020-10-11,18:15,Série A,Rodada da semana 15,dom,Visitante,D,1,2,Atl Goianiense,1.6,2.1,48.0,,Leo Ortiz,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,19,5,209.0,1.0,0,0,2020,Bragantino
15,2020-10-15,20:00,Série A,Rodada da semana 16,qui,Visitante,E,1,1,Flamengo,1.0,2.0,31.0,,Raul,4-2-3-1,Daniel Nobre Bins,Relatório da Partida,11,3,246.0,2.0,0,0,2020,Bragantino
16,2020-10-18,20:30,Série A,Rodada da semana 17,dom,Em casa,V,2,0,Sport Recife,1.1,0.1,50.0,,Leo Ortiz,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,18,4,188.0,0.0,0,0,2020,Bragantino
17,2020-10-24,17:00,Série A,Rodada da semana 18,sáb,Em casa,V,2,0,Goiás,2.1,1.0,52.0,,Leo Ortiz,4-3-3,Ramon Abatti Abel,Relatório da Partida,13,4,208.0,0.0,0,1,2020,Bragantino
18,2020-11-02,20:00,Série A,Rodada da semana 19,seg,Visitante,D,1,2,Grêmio,0.5,2.1,45.0,,Leo Ortiz,4-3-3,Savio Pereira,Relatório da Partida,13,7,264.0,2.0,0,0,2020,Bragantino
19,2020-11-08,18:15,Série A,Rodada da semana 20,dom,Em casa,E,1,1,Santos,1.5,0.2,48.0,,Leo Ortiz,4-2-3-1,Vinicius Furlan,Relatório da Partida,12,2,177.0,2.0,0,0,2020,Bragantino
20,2020-11-16,20:00,Série A,Rodada da semana 21,seg,Visitante,V,2,1,Botafogo (RJ),2.1,1.2,39.0,,Leo Ortiz,4-4-2,Rodolpho Toski Marques,Relatório da Partida,10,3,166.0,0.0,1,1,2020,Bragantino
21,2020-11-20,20:00,Série A,Rodada da semana 22,sex,Em casa,V,4,0,Bahia,1.7,0.5,52.0,,Claudinho,4-4-2,Anderson Daronco,Relatório da Partida,12,7,181.0,2.0,0,0,2020,Bragantino
22,2020-11-30,20:00,Série A,Rodada da semana 23,seg,Visitante,E,0,0,Fluminense,0.5,0.4,54.0,,Cleiton Schwengber,4-3-3,Dyorgines José Padovani Andrade,Relatório da Partida,11,4,228.0,2.0,0,0,2020,Bragantino
23,2020-12-05,21:00,Série A,Rodada da semana 24,sáb,Visitante,E,0,0,Coritiba,1.1,0.4,54.0,,Leo Ortiz,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,23,5,214.0,1.0,0,0,2020,Bragantino
24,2020-12-12,17:00,Série A,Rodada da semana 25,sáb,Em casa,V,2,1,Fortaleza,1.4,1.7,52.0,,Leo Ortiz,4-4-2,Heber Roberto Lopes,Relatório da Partida,14,7,205.0,1.0,0,0,2020,Bragantino
25,2020-12-20,16:00,Série A,Rodada da semana 26,dom,Em casa,D,0,1,Ath Paranaense,1.0,0.7,71.0,,Leo Ortiz,4-4-2,Braulio da Silva Machado,Relatório da Partida,21,6,183.0,2.0,0,0,2020,Bragantino
26,2020-12-27,18:15,Série A,Rodada da semana 27,dom,Visitante,D,0,1,Palmeiras,1.5,0.7,58.0,,Leo Ortiz,4-2-3-1,Raphael Claus,Relatório da Partida,20,2,197.0,0.0,0,0,2020,Bragantino
27,2021-01-06,21:30,Série A,Rodada da semana 28,qua,Em casa,V,4,2,São Paulo,2.6,1.5,47.0,,Claudinho,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,23,10,185.0,0.0,0,0,2020,Bragantino
28,2021-01-11,20:00,Série A,Rodada da semana 29,seg,Em casa,E,2,2,Atlético Mineiro,1.0,2.1,43.0,,Claudinho,4-3-3,Caio Max Augusto Vieira,Relatório da Partida,11,4,183.0,0.0,0,0,2020,Bragantino
29,2021-01-17,20:30,Série A,Rodada da semana 30,dom,Visitante,V,2,1,Ceará,2.2,1.5,63.0,,Claudinho,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,13,5,220.0,1.0,2,2,2020,Bragantino
30,2021-01-20,21:30,Série A,Rodada da semana 31,qua,Em casa,V,4,1,Vasco da Gama,1.3,0.8,52.0,,Claudinho,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,20,9,210.0,1.0,0,0,2020,Bragantino
31,2021-01-25,20:00,Série A,Rodada da semana 32,seg,Visitante,V,2,0,Corinthians,1.6,0.5,40.0,,Leo Ortiz,4-4-2,Bruno Arleu de Araujo,Relatório da Partida,13,4,190.0,0.0,0,0,2020,Bragantino
32,2021-01-31,18:15,Série A,Rodada da semana 33,dom,Visitante,D,1,2,Internacional,1.6,1.9,63.0,,Claudinho,4-3-3,Savio Pereira,Relatório da Partida,16,6,148.0,0.0,0,0,2020,Bragantino
33,2021-02-03,19:15,Série A,Rodada da semana 34,qua,Em casa,V,2,0,Atl Goianiense,3.2,0.6,51.0,,Claudinho,4-4-2,Paulo Roberto Alves Júnior,Relatório da Partida,20,9,161.0,0.0,1,1,2020,Bragantino
34,2021-02-07,20:30,Série A,Rodada da semana 35,dom,Em casa,E,1,1,Flamengo,0.9,2.0,46.0,,Claudinho,4-3-3,Wilton Sampaio,Relatório da Partida,12,5,246.0,2.0,0,0,2020,Bragantino
35,2021-02-15,20:00,Série A,Rodada da semana 36,seg,Visitante,E,0,0,Sport Recife,1.3,0.1,68.0,,Claudinho,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,22,6,206.0,2.0,0,0,2020,Bragantino
36,2021-02-21,20:30,Série A,Rodada da semana 37,dom,Visitante,E,0,0,Goiás,0.6,1.1,56.0,,Claudinho,4-3-3,Jean Pierre Goncalves Lima,Relatório da Partida,14,5,193.0,0.0,0,0,2020,Bragantino
37,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,1,0,Grêmio,1.9,1.1,55.0,,Claudinho,4-3-3,Ramon Abatti Abel,Relatório da Partida,19,6,169.0,0.0,0,0,2020,Bragantino
0,2020-08-08,21:00,Série A,Rodada da semana 1,sáb,Visitante,D,2,3,Sport Recife,2.3,1.7,59.0,,Luiz Otávio,4-2-3-1,Edina Alves Batista,Relatório da Partida,11,5,176.0,1.0,0,0,2020,Ceara
1,2020-08-12,21:30,Série A,Rodada da semana 2,qua,Em casa,E,1,1,Grêmio,1.3,1.6,43.0,,Luiz Otávio,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,11,5,180.0,0.0,0,0,2020,Ceara
2,2020-08-16,11:00,Série A,Rodada da semana 3,dom,Visitante,D,0,2,Atlético Mineiro,1.0,2.1,39.0,,Luiz Otávio,4-2-3-1,Savio Pereira,Relatório da Partida,13,1,241.0,1.0,0,0,2020,Ceara
3,2020-08-20,20:00,Série A,Rodada da semana 4,qui,Em casa,D,0,3,Vasco da Gama,1.3,1.1,57.0,,Luiz Otávio,4-1-4-1,Thiago Duarte Peixoto,Relatório da Partida,22,2,201.0,2.0,0,0,2020,Ceara
4,2020-08-23,20:00,Série A,Rodada da semana 5,dom,Em casa,V,2,0,Bahia,2.0,0.8,39.0,,Luiz Otávio,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,11,4,147.0,0.0,0,0,2020,Ceara
5,2020-08-30,18:00,Série A,Rodada da semana 6,dom,Visitante,V,2,0,Atl Goianiense,1.1,1.0,46.0,,Samuel Xavier,4-2-3-1,Igor Junior Benevenuto,Relatório da Partida,13,5,215.0,1.0,0,0,2020,Ceara
6,2020-09-02,19:00,Série A,Rodada da semana 7,qua,Em casa,V,1,0,Fortaleza,0.7,0.1,28.0,,Luiz Otávio,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,9,4,203.0,0.0,0,0,2020,Ceara
7,2020-09-05,21:00,Série A,Rodada da semana 8,sáb,Em casa,D,0,1,Santos,2.2,0.5,61.0,,Luiz Otávio,4-2-3-1,Wagner Reway,Relatório da Partida,16,8,202.0,1.0,0,0,2020,Ceara
8,2020-09-10,19:15,Série A,Rodada da semana 9,qui,Visitante,D,0,2,Internacional,0.2,1.9,39.0,,Fernando Prass,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,6,0,228.0,0.0,0,0,2020,Ceara
9,2020-09-13,18:00,Série A,Rodada da semana 10,dom,Em casa,V,2,0,Flamengo,0.5,0.7,38.0,,Luiz Otávio,4-4-2,Marielson Alves Silva,Relatório da Partida,8,3,179.0,0.0,0,0,2020,Ceara
10,2020-09-19,19:00,Série A,Rodada da semana 11,sáb,Visitante,D,2,4,Bragantino,0.7,2.9,58.0,,Luiz Otávio,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,13,6,191.0,2.0,0,0,2020,Ceara
11,2020-09-27,18:15,Série A,Rodada da semana 12,dom,Em casa,E,2,2,Goiás,1.3,1.7,60.0,,Luiz Otávio,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,19,5,207.0,1.0,0,0,2020,Ceara
12,2020-10-03,19:00,Série A,Rodada da semana 13,sáb,Visitante,D,1,2,Palmeiras,1.5,2.3,37.0,,Fábio Gonçalves,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,10,5,168.0,0.0,0,0,2020,Ceara
13,2020-10-08,19:00,Série A,Rodada da semana 14,qui,Visitante,E,0,0,Ath Paranaense,0.7,0.6,38.0,,Luiz Otávio,4-2-3-1,Wilton Sampaio,Relatório da Partida,13,4,262.0,3.0,0,0,2020,Ceara
14,2020-10-11,20:30,Série A,Rodada da semana 15,dom,Em casa,V,2,1,Corinthians,2.2,0.8,40.0,,Luiz Otávio,4-2-3-1,Anderson Daronco,Relatório da Partida,14,3,193.0,1.0,1,1,2020,Ceara
15,2020-10-17,19:00,Série A,Rodada da semana 17,sáb,Visitante,E,2,2,Fluminense,1.5,0.8,42.0,,Fábio Gonçalves,4-2-3-1,Gilberto Rodrigues Castro Junior,Relatório da Partida,17,4,194.0,1.0,0,0,2020,Ceara
16,2020-10-24,19:00,Série A,Rodada da semana 18,sáb,Em casa,V,2,1,Coritiba,1.8,2.0,36.0,,Luiz Otávio,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,15,4,176.0,0.0,0,0,2020,Ceara
17,2020-10-31,17:00,Série A,Rodada da semana 19,sáb,Visitante,E,2,2,Botafogo (RJ),0.8,2.6,40.0,,Luiz Otávio,4-2-3-1,Diego Pombo Lopez,Relatório da Partida,10,4,188.0,2.0,0,0,2020,Ceara
18,2020-11-08,20:30,Série A,Rodada da semana 20,dom,Em casa,E,0,0,Sport Recife,1.2,0.1,54.0,,Samuel Xavier,4-2-3-1,Ricardo Marques Ribeiro,Relatório da Partida,25,6,210.0,1.0,0,0,2020,Ceara
19,2020-11-14,19:00,Série A,Rodada da semana 21,sáb,Visitante,D,2,4,Grêmio,1.0,2.0,39.0,,Luiz Otávio,4-4-2,Jose Mendonca da Silva Junior,Relatório da Partida,11,3,184.0,1.0,0,0,2020,Ceara
20,2020-11-22,16:00,Série A,Rodada da semana 22,dom,Em casa,E,2,2,Atlético Mineiro,2.1,2.2,47.0,,Samuel Xavier,4-4-2,Raphael Claus,Relatório da Partida,11,5,152.0,0.0,0,0,2020,Ceara
21,2020-11-25,19:15,Série A,Rodada da semana 16,qua,Em casa,E,1,1,São Paulo,2.0,1.7,33.0,,Luiz Otávio,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,11,6,147.0,0.0,0,0,2020,Ceara
22,2020-11-30,18:00,Série A,Rodada da semana 23,seg,Visitante,V,4,1,Vasco da Gama,3.0,1.3,32.0,,Luiz Otávio,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,10,5,150.0,0.0,1,1,2020,Ceara
23,2020-12-05,19:00,Série A,Rodada da semana 24,sáb,Visitante,V,2,0,Bahia,1.4,1.0,47.0,,Luiz Otávio,4-2-3-1,Jean Pierre Goncalves Lima,Relatório da Partida,11,5,185.0,1.0,0,0,2020,Ceara
24,2020-12-12,21:00,Série A,Rodada da semana 25,sáb,Em casa,D,1,2,Atl Goianiense,0.8,1.8,40.0,,Luiz Otávio,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,8,3,150.0,0.0,0,0,2020,Ceara
25,2020-12-20,20:30,Série A,Rodada da semana 26,dom,Visitante,V,2,0,Fortaleza,1.2,0.5,40.0,,Luiz Otávio,4-2-3-1,Anderson Daronco,Relatório da Partida,5,4,187.0,0.0,0,1,2020,Ceara
26,2020-12-27,18:15,Série A,Rodada da semana 27,dom,Visitante,E,1,1,Santos,1.9,0.5,36.0,,Samuel Xavier,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,11,4,154.0,0.0,0,0,2020,Ceara
27,2021-01-07,19:00,Série A,Rodada da semana 28,qui,Em casa,D,0,2,Internacional,1.4,0.7,60.0,,Luiz Otávio,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,19,5,183.0,2.0,0,0,2020,Ceara
28,2021-01-10,16:00,Série A,Rodada da semana 29,dom,Visitante,V,2,0,Flamengo,0.4,2.6,26.0,,Luiz Otávio,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,8,4,216.0,0.0,0,0,2020,Ceara
29,2021-01-17,20:30,Série A,Rodada da semana 30,dom,Em casa,D,1,2,Bragantino,1.5,2.2,37.0,,Luiz Otávio,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,11,2,200.0,0.0,1,1,2020,Ceara
30,2021-01-21,19:00,Série A,Rodada da semana 31,qui,Visitante,V,4,0,Goiás,2.0,0.5,42.0,,Luiz Otávio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,11,3,175.0,0.0,1,1,2020,Ceara
31,2021-01-24,16:00,Série A,Rodada da semana 32,dom,Em casa,V,2,1,Palmeiras,1.5,1.5,40.0,,Luiz Otávio,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,8,2,184.0,0.0,1,1,2020,Ceara
32,2021-01-31,16:00,Série A,Rodada da semana 33,dom,Em casa,D,0,2,Ath Paranaense,0.6,1.1,46.0,,Luiz Otávio,4-2-3-1,Rodrigo D'Alonso Ferreira,Relatório da Partida,9,2,155.0,1.0,0,0,2020,Ceara
33,2021-02-03,21:30,Série A,Rodada da semana 34,qua,Visitante,D,1,2,Corinthians,0.8,2.0,64.0,,Luiz Otávio,4-2-3-1,Heber Roberto Lopes,Relatório da Partida,7,1,138.0,0.0,0,0,2020,Ceara
34,2021-02-10,21:00,Série A,Rodada da semana 35,qua,Visitante,E,1,1,São Paulo,0.8,1.7,38.0,,Samuel Xavier,4-2-3-1,Savio Pereira,Relatório da Partida,8,2,175.0,0.0,0,0,2020,Ceara
35,2021-02-15,18:00,Série A,Rodada da semana 36,seg,Em casa,D,1,3,Fluminense,2.3,1.1,52.0,,Luiz Otávio,4-2-3-1,Wilton Sampaio,Relatório da Partida,12,4,198.0,0.0,1,1,2020,Ceara
36,2021-02-20,18:30,Série A,Rodada da semana 37,sáb,Visitante,V,2,0,Coritiba,1.3,0.7,37.0,,Richard,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,11,4,186.0,0.0,0,0,2020,Ceara
37,2021-02-25,21:30,Série A,Rodada da semana 38,qui,Em casa,V,2,1,Botafogo (RJ),1.6,1.8,47.0,,Richard,4-2-3-1,Raphael Claus,Relatório da Partida,12,6,173.0,0.0,0,0,2020,Ceara
2,2020-08-12,19:15,Série A,Rodada da semana 2,qua,Visitante,D,2,3,Atlético Mineiro,1.0,2.3,44.0,,Cássio,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,8,4,134.0,0.0,0,0,2020,Corinthians
3,2020-08-15,19:00,Série A,Rodada da semana 3,sáb,Visitante,E,0,0,Grêmio,0.3,3.1,52.0,,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,5,2,156.0,0.0,0,0,2020,Corinthians
4,2020-08-19,21:30,Série A,Rodada da semana 4,qua,Em casa,V,3,1,Coritiba,2.8,0.8,62.0,,Cássio,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,22,11,187.0,0.0,0,1,2020,Corinthians
5,2020-08-26,21:30,Série A,Rodada da semana 5,qua,Em casa,E,1,1,Fortaleza,1.6,1.0,59.0,,Cássio,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,21,7,200.0,2.0,0,0,2020,Corinthians
6,2020-08-30,11:00,Série A,Rodada da semana 6,dom,Visitante,D,1,2,São Paulo,0.4,0.8,46.0,,Cássio,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,7,5,228.0,1.0,0,0,2020,Corinthians
7,2020-09-02,19:15,Série A,Rodada da semana 7,qua,Visitante,V,2,1,Goiás,1.2,1.6,54.0,,Cássio,4-2-3-1,Jose Mendonca da Silva Junior,Relatório da Partida,11,4,125.0,0.0,0,0,2020,Corinthians
8,2020-09-05,19:00,Série A,Rodada da semana 8,sáb,Em casa,E,2,2,Botafogo (RJ),1.7,0.9,61.0,,Cássio,4-2-3-1,Rafael Traci,Relatório da Partida,14,5,214.0,2.0,1,1,2020,Corinthians
9,2020-09-10,19:15,Série A,Rodada da semana 9,qui,Em casa,D,0,2,Palmeiras,0.5,2.6,54.0,,Cássio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,10,4,216.0,2.0,0,0,2020,Corinthians
10,2020-09-13,16:00,Série A,Rodada da semana 10,dom,Visitante,D,1,2,Fluminense,0.7,1.4,52.0,,Cássio,4-1-4-1,Braulio da Silva Machado,Relatório da Partida,9,3,210.0,2.0,0,0,2020,Corinthians
11,2020-09-16,21:30,Série A,Rodada da semana 11,qua,Em casa,V,3,2,Bahia,1.7,2.6,34.0,,Cássio,4-2-3-1,Wagner do Nascimento Magalhaes,Relatório da Partida,11,5,219.0,2.0,0,0,2020,Corinthians
12,2020-09-23,21:30,Série A,Rodada da semana 12,qua,Visitante,D,0,1,Sport Recife,0.9,1.1,53.0,,Cássio,4-2-3-1,Wilton Sampaio,Relatório da Partida,16,2,191.0,0.0,0,0,2020,Corinthians
13,2020-09-30,21:30,Série A,Rodada da semana 1,qua,Em casa,E,0,0,Atl Goianiense,0.9,1.6,54.0,,Cássio,4-4-2,Paulo Roberto Alves Júnior,Relatório da Partida,12,4,166.0,0.0,0,0,2020,Corinthians
14,2020-10-03,21:00,Série A,Rodada da semana 13,sáb,Visitante,E,0,0,Bragantino,0.4,0.6,61.0,,Cássio,4-2-3-1,Edina Alves Batista,Relatório da Partida,12,4,230.0,0.0,0,0,2020,Corinthians
15,2020-10-07,19:00,Série A,Rodada da semana 14,qua,Em casa,E,1,1,Santos,0.7,0.9,62.0,,Cássio,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,13,4,212.0,0.0,0,0,2020,Corinthians
16,2020-10-11,20:30,Série A,Rodada da semana 15,dom,Visitante,D,1,2,Ceará,0.8,2.2,60.0,,Cássio,4-4-2,Anderson Daronco,Relatório da Partida,10,3,265.0,1.0,0,0,2020,Corinthians
17,2020-10-14,21:30,Série A,Rodada da semana 16,qua,Visitante,V,1,0,Ath Paranaense,1.5,1.0,39.0,,Fagner,4-3-3,Savio Pereira,Relatório da Partida,13,6,191.0,0.0,0,0,2020,Corinthians
